DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,SPEED,HEADING,IMO,NAME,CALLSIGN,AISTYPE,A,B,C,D,DRAUGHT,DESTINATION,ETA
4/15/2016 9:02,255805785,36.49576,17.86894,271.4,17.3,511,9467146,ATLANTIC WINTER,CQDI,70,150,16,20,3,7.4,ARZEW,4/17/2016 4:00
4/15/2016 9:04,271000615,36.55882,17.48341,93,7.6,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 9:04,518570000,37.66295,16.60163,40.4,7.5,511,8509363,BERONIKE,E5U2520,70,0,0,0,0,4.4,KOPER SLOVENIA,4/18/2016 11:00
4/15/2016 9:04,249462000,36.66407,17.59397,103.6,10.7,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 9:04,273350570,37.35062,17.14232,264,1.1,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 9:05,357231000,37.52208,17.33382,104,16.2,511,9275361,ATHENA,HOXI,70,173,62,22,10,11.4,PIRAEUS,4/16/2016 13:00
4/15/2016 9:14,477095900,36.50945,17.2649,271.5,20.8,511,9275634,MSC ROMANOS,VRJC7,71,15,279,16,16,13.1,SINES,4/18/2016 6:30
4/15/2016 10:02,271000677,36.45651,17.84833,93,11.4,511,9242297,LUCIEN G.A,TCCA9,71,145,10,12,13,7.3,GEMLIK BORUSAN,4/17/2016 15:00
4/15/2016 10:02,357231000,37.46613,17.65072,103,16.1,511,9275361,ATHENA,HOXI,70,173,62,22,10,11.4,PIRAEUS,4/16/2016 13:00
4/15/2016 10:02,450552000,36.56654,17.86097,89.7,10.3,511,7129336,BRAVE KNIGHT,ODVW,70,84,18,8,8,4.5,ISTANBUL,4/18/2016 18:00
4/15/2016 10:02,236297000,36.49855,17.75346,269.2,12.1,511,9323651,DITZUM,ZDHB8,70,91,8,9,5,5.6,TORNIO,4/28/2016 12:00
4/15/2016 10:03,234648000,36.79445,17.99769,117.6,18.7,511,9138783,WILHELMSBORG,GDIW,70,26,156,10,20,6.3,ALEXANDRIA,4/16/2016 22:01
4/15/2016 10:03,244573000,36.42533,17.63567,273,10.1,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 10:03,271000615,36.54944,17.64557,93,8,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 10:04,249462000,36.61851,17.80641,106.7,10.6,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 10:04,256337000,36.40132,18.01916,271.9,13.7,511,9248801,SEACROWN 1,9HA2846,82,150,26,15,16,10.7,LAVERA,4/17/2016 20:00
4/15/2016 10:04,477095900,36.51742,16.9083,271.4,20.7,511,9275634,MSC ROMANOS,VRJC7,71,15,279,16,16,13.1,SINES,4/18/2016 6:30
4/15/2016 10:04,538005006,37.51117,16.46509,35.6,12.6,511,9440538,UNITED JOURNEY,V7AI9,80,211,39,30,14,11.6,TRIESTE ITALY,4/17/2016 14:00
4/15/2016 10:04,255805785,36.5049,17.481,271.4,17,511,9467146,ATLANTIC WINTER,CQDI,70,150,16,20,3,7.4,ARZEW,4/17/2016 4:00
4/15/2016 10:04,273350570,37.34838,17.11958,261,0.9,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 10:04,256398000,37.45372,16.41297,37,13.8,511,9291597,YM JUPITER,9HTF8,89,123,25,2,19,8,PORTO ROMANO,4/16/2016 6:30
4/15/2016 10:34,354868000,36.46865,18.01836,272.3,14.6,511,9658783,LEFKES,3EOZ7,70,153,26,18,10,9.2,GIBRALTAR,4/18/2016 23:00
4/15/2016 11:00,236297000,36.50929,17.50512,275.8,12,511,9323651,DITZUM,ZDHB8,70,91,8,9,5,5.6,TORNIO,4/28/2016 12:00
4/15/2016 11:00,354868000,36.47234,17.89168,271.1,14.5,511,9658783,LEFKES,3EOZ7,70,153,26,18,10,9.2,GIBRALTAR,4/18/2016 23:00
4/15/2016 11:03,244573000,36.43267,17.41117,271,10.4,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 11:03,271000615,36.54044,17.81103,94,7.6,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 11:04,249462000,36.56594,18.02044,104.6,11.1,511,9452763,YM URANUS,9HSQ9,89,100,20,2,16,7.3,HAIFA,4/18/2016 10:00
4/15/2016 11:04,256337000,36.4013,17.73331,270.4,13.3,511,9248801,SEACROWN 1,9HA2846,82,150,26,15,16,10.7,LAVERA,4/17/2016 20:00
4/15/2016 11:04,314084000,36.88517,16.43383,67,10.3,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 11:04,255805785,36.5123,17.12711,269.4,17.1,511,9467146,ATLANTIC WINTER,CQDI,70,150,16,20,3,7.4,ARZEW,4/17/2016 4:00
4/15/2016 11:04,538005006,37.68272,16.61534,33.8,12.5,511,9440538,UNITED JOURNEY,V7AI9,80,211,39,30,14,11.6,TRIESTE ITALY,4/17/2016 14:00
4/15/2016 11:04,273350570,37.34637,17.10098,267,0.8,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 11:04,256398000,37.63047,16.58933,38,13.5,511,9291597,YM JUPITER,9HTF8,89,123,25,2,19,8,PORTO ROMANO,4/16/2016 6:30
4/15/2016 11:06,477095900,36.52932,16.50605,272.6,20.6,511,9275634,MSC ROMANOS,VRJC7,71,15,279,16,16,13.1,SINES,4/18/2016 6:30
4/15/2016 11:24,370901000,36.4018,16.49801,91.5,7.6,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 11:31,538005283,36.4243,16.68508,93.9,13.2,511,9102966,SVETI NIKOLA I,V7AL6,70,157,25,19,13,8.8,ISKENDERUN TURKEY,4/18/2016 5:00
4/15/2016 12:00,271000615,36.53547,17.96137,94,7.7,511,9045651,MISTRAL,TCCH,70,98,32,16,2,6.8,AUGUSTA,4/20/2016 4:00
4/15/2016 12:03,370901000,36.40178,16.59702,90.3,7.4,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 12:04,255805785,36.52291,16.7776,269.8,17.1,511,9467146,ATLANTIC WINTER,CQDI,70,150,16,20,3,7.4,ARZEW,4/17/2016 4:00
4/15/2016 12:04,256337000,36.40838,17.44163,272.3,13.4,511,9248801,SEACROWN 1,9HA2846,82,150,26,15,16,10.7,LAVERA,4/17/2016 20:00
4/15/2016 12:04,314084000,36.95833,16.65983,69,10.3,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 12:04,354868000,36.47629,17.57232,270.8,14.2,511,9658783,LEFKES,3EOZ7,70,153,26,18,10,9.2,GIBRALTAR,4/18/2016 23:00
4/15/2016 12:04,273350570,37.34693,17.08398,279,0.7,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 12:05,236297000,36.52066,17.23559,271.8,11.9,511,9323651,DITZUM,ZDHB8,70,91,8,9,5,5.6,TORNIO,4/28/2016 12:00
4/15/2016 12:22,538005283,36.4121,16.92344,94.4,13.4,511,9102966,SVETI NIKOLA I,V7AL6,70,157,25,19,13,8.8,ISKENDERUN TURKEY,4/18/2016 5:00
4/15/2016 12:24,244573000,36.43633,17.1395,273,10.1,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 13:00,354868000,36.48563,17.29951,274.6,14.4,511,9658783,LEFKES,3EOZ7,70,153,26,18,10,9.2,GIBRALTAR,4/18/2016 23:00
4/15/2016 13:03,244573000,36.43933,16.99367,272,10,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 13:03,370901000,36.40546,16.75571,87.7,7.6,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 13:04,255805785,36.53146,16.42256,272.1,17,511,9467146,ATLANTIC WINTER,CQDI,70,150,16,20,3,7.4,ARZEW,4/17/2016 4:00
4/15/2016 13:04,273350570,37.34827,17.07113,262,0.6,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 13:07,256337000,36.41636,17.17497,273.3,13.4,511,9248801,SEACROWN 1,9HA2846,82,150,26,15,16,10.7,LAVERA,4/17/2016 20:00
4/15/2016 13:07,538005283,36.40287,17.14961,92.3,13.2,511,9102966,SVETI NIKOLA I,V7AL6,70,157,25,19,13,8.8,ISKENDERUN TURKEY,4/18/2016 5:00
4/15/2016 13:09,314084000,37.024,16.88083,72,10.8,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 13:16,236297000,36.52846,16.94482,264.9,11.8,511,9323651,DITZUM,ZDHB8,70,91,8,9,5,5.6,TORNIO,4/28/2016 12:00
4/15/2016 14:00,235061675,37.69584,16.59366,218.2,13.6,511,9363845,STANLEY PARK,2AOT5,80,120,25,17,7,5.4,CASABLANCA,4/20/2016 0:30
4/15/2016 14:00,370901000,36.4006,16.89915,93.7,7.6,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 14:01,256337000,36.41889,16.92685,269.4,13,511,9248801,SEACROWN 1,9HA2846,82,150,26,15,16,10.7,LAVERA,4/17/2016 20:00
4/15/2016 14:03,244573000,36.44267,16.78067,271,10.4,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 14:04,305261000,36.39054,16.53378,91.7,9.7,511,9454802,ODER,V2DM9,70,103,11,6,8,5.9,ELEUSIS,4/17/2016 16:00
4/15/2016 14:04,538005283,36.40165,17.40764,89.6,13.2,511,9102966,SVETI NIKOLA I,V7AL6,70,157,25,19,13,8.8,ISKENDERUN TURKEY,4/18/2016 5:00
4/15/2016 14:04,314084000,37.07383,17.07567,69,10.9,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 14:04,273350570,37.34888,17.06218,314,0.2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 14:09,354868000,36.50187,16.96086,270.1,13.9,511,9658783,LEFKES,3EOZ7,70,153,26,18,10,9.2,GIBRALTAR,4/18/2016 23:00
4/15/2016 14:14,236297000,36.53357,16.7022,272.1,12.3,511,9323651,DITZUM,ZDHB8,70,91,8,9,5,5.6,TORNIO,4/28/2016 12:00
4/15/2016 15:00,235061675,37.51619,16.4188,217.8,13.6,511,9363845,STANLEY PARK,2AOT5,80,120,25,17,7,5.4,CASABLANCA,4/20/2016 0:30
4/15/2016 15:00,236297000,36.54042,16.51443,274.8,12,511,9323651,DITZUM,ZDHB8,70,91,8,9,5,5.6,TORNIO,4/28/2016 12:00
4/15/2016 15:03,370901000,36.39843,17.07709,90.8,7.7,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 15:04,256337000,36.42038,16.61731,272,13.4,511,9248801,SEACROWN 1,9HA2846,82,150,26,15,16,10.7,LAVERA,4/17/2016 20:00
4/15/2016 15:04,314084000,37.14233,17.29,69,11.2,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 15:04,538005283,36.4024,17.68502,92.1,13.3,511,9102966,SVETI NIKOLA I,V7AL6,70,157,25,19,13,8.8,ISKENDERUN TURKEY,4/18/2016 5:00
4/15/2016 15:04,244573000,36.4455,16.55383,270,10.4,511,9278349,BEAUMONDE,PBBI,70,80,9,3,10,4.2,MARIN,4/21/2016 16:00
4/15/2016 15:04,354868000,36.50503,16.69076,271.7,14.5,511,9658783,LEFKES,3EOZ7,70,153,26,18,10,9.2,GIBRALTAR,4/18/2016 23:00
4/15/2016 15:04,273350570,37.34968,17.06397,87,0.1,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 16:02,370901000,36.39623,17.23211,88.9,7.6,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 16:04,256621000,37.32346,17.96023,284.5,11.5,511,9747651,SIDER MOON,9HA3966,70,131,26,9,18,7.3,MILLAZZO,3/17/2016 6:00
4/15/2016 16:04,314084000,37.2075,17.50633,70,10.9,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 16:04,538005283,36.39462,17.96407,91.8,13.4,511,9102966,SVETI NIKOLA I,V7AL6,70,157,25,19,13,8.8,ISKENDERUN TURKEY,4/18/2016 5:00
4/15/2016 16:04,354868000,36.51237,16.39358,271.6,14.2,511,9658783,LEFKES,3EOZ7,70,153,26,18,10,9.2,GIBRALTAR,4/18/2016 23:00
4/15/2016 16:04,273350570,37.3489,17.06632,136,0.1,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 17:04,370901000,36.39329,17.39749,90.7,7.9,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 17:04,256621000,37.36823,17.72381,282.5,11.6,511,9747651,SIDER MOON,9HA3966,70,131,26,9,18,7.3,MILLAZZO,3/17/2016 6:00
4/15/2016 17:04,314084000,37.27033,17.718,70,10.8,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 17:04,273350570,37.34525,17.07017,136,0.3,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 17:04,636016492,36.53042,16.59939,93,20,511,9147071,MSC SAO PAULO,D5GL3,79,222,72,16,16,10.8,GEBZE,4/17/2016 14:00
4/15/2016 17:05,247078600,36.984,16.56333,101,12.8,511,9250074,LIPARI M,IBJZ,80,60,20,14,1,6,MERSIN,4/18/2016 20:30
4/15/2016 18:04,370901000,36.39037,17.56136,90.9,7.9,511,7041625,CHRISTOS XXIV,HP3603,52,14,30,6,5,6.1,GR PIR,4/20/2016 9:00
4/15/2016 18:04,256621000,37.41487,17.48947,284.9,11.6,511,9747651,SIDER MOON,9HA3966,70,131,26,9,18,7.3,MILLAZZO,3/17/2016 6:00
4/15/2016 18:04,247078600,36.93933,16.8275,102,13.1,511,9250074,LIPARI M,IBJZ,80,60,20,14,1,6,MERSIN,4/18/2016 20:30
4/15/2016 18:04,314084000,37.3335,17.93033,67,10.9,511,9118147,FEDERAL SCHELDE,8POF,79,166,34,5,19,6.4,ITEA,4/16/2016 19:00
4/15/2016 18:04,273350570,37.3402,17.0748,146,0.3,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 18:14,636016492,36.50759,17.08764,93.1,20.8,511,9147071,MSC SAO PAULO,D5GL3,79,222,72,16,16,10.8,GEBZE,4/17/2016 14:00
4/15/2016 19:04,477301100,37.47387,16.40394,45.7,11.8,511,9747558,JING LU HAI,VROT6,70,192,33,16,16,14.4,TARANTO,4/16/2016 12:00
4/15/2016 19:04,256621000,37.47539,17.25946,286.1,11.5,511,9747651,SIDER MOON,9HA3966,70,131,26,9,18,7.3,MILLAZZO,3/17/2016 6:00
4/15/2016 19:04,247078600,36.88883,17.09333,104,13.1,511,9250074,LIPARI M,IBJZ,80,60,20,14,1,6,MERSIN,4/18/2016 20:30
4/15/2016 19:04,273350570,37.33382,17.07845,161,0.4,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 19:04,636016492,36.49421,17.45521,93,20.8,511,9147071,MSC SAO PAULO,D5GL3,79,222,72,16,16,10.8,GEBZE,4/17/2016 14:00
4/15/2016 19:04,538006791,37.30821,17.93609,286.8,16.7,511,9749582,GLOVIS SIRIUS,V7RG9,70,18,181,19,16,9.2,"LIVORNO,ITALY",4/17/2016 4:00
4/15/2016 20:04,247078600,36.83667,17.36,102,13.1,511,9250074,LIPARI M,IBJZ,80,60,20,14,1,6,MERSIN,4/18/2016 20:30
4/15/2016 20:04,256621000,37.53231,17.02984,287.2,11.5,511,9747651,SIDER MOON,9HA3966,70,131,26,9,18,7.3,MILLAZZO,3/17/2016 6:00
4/15/2016 20:04,636016492,36.47867,17.88916,91.9,20.9,511,9147071,MSC SAO PAULO,D5GL3,79,222,72,16,16,10.8,GEBZE,4/17/2016 14:00
4/15/2016 20:04,273350570,37.32703,17.07958,173,0.3,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 20:04,538006791,37.38669,17.60062,286.1,16.7,511,9749582,GLOVIS SIRIUS,V7RG9,70,18,181,19,16,9.2,"LIVORNO,ITALY",4/17/2016 4:00
4/15/2016 20:05,477301100,37.61866,16.57066,40.6,11.7,511,9747558,JING LU HAI,VROT6,70,192,33,16,16,14.4,TARANTO,4/16/2016 12:00
4/15/2016 21:00,247078600,36.78867,17.60417,100,13.1,511,9250074,LIPARI M,IBJZ,80,60,20,14,1,6,MERSIN,4/18/2016 20:30
4/15/2016 21:04,518100162,36.56828,16.46989,91,10.5,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
4/15/2016 21:04,256621000,37.5875,16.79924,287.4,11.5,511,9747651,SIDER MOON,9HA3966,70,131,26,9,18,7.3,MILLAZZO,3/17/2016 6:00
4/15/2016 21:04,247062400,36.4096,18.02473,273,12.1,511,9210919,MARITEA,IBTU,81,142,34,15,15,10.5,ROTTERDAM,4/25/2016 6:00
4/15/2016 21:04,273350570,37.3218,17.08073,166,0.4,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 21:04,271043303,37.41299,17.77449,284.4,21.7,511,9506277,UN ISTANBUL,TCVE4,71,137,71,13,13,6.5,TOULON/FRANCE,4/17/2016 5:00
4/15/2016 21:04,538006791,37.46837,17.26578,286.1,16.7,511,9749582,GLOVIS SIRIUS,V7RG9,70,18,181,19,16,9.2,"LIVORNO,ITALY",4/17/2016 4:00
4/15/2016 22:00,314295000,37.61325,16.5134,221.2,13.3,511,9402081,ZELADA DESGAGNES,8PVV,79,123,16,13,8,8.5,VALLETTA,4/16/2016 14:00
4/15/2016 22:04,256621000,37.64668,16.56922,287.2,11.5,511,9747651,SIDER MOON,9HA3966,70,131,26,9,18,7.3,MILLAZZO,3/17/2016 6:00
4/15/2016 22:04,518100162,36.56195,16.6927,91,10.9,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
4/15/2016 22:04,538006791,37.5496,16.93262,287.7,16.8,511,9749582,GLOVIS SIRIUS,V7RG9,70,18,181,19,16,9.2,"LIVORNO,ITALY",4/17/2016 4:00
4/15/2016 22:04,273350570,37.31538,17.08273,167,0.3,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 22:04,271043303,37.50883,17.3358,284.2,21.6,511,9506277,UN ISTANBUL,TCVE4,71,137,71,13,13,6.5,TOULON/FRANCE,4/17/2016 5:00
4/15/2016 22:06,247062400,36.40198,17.77665,268,11.5,511,9210919,MARITEA,IBTU,81,142,34,15,15,10.5,ROTTERDAM,4/25/2016 6:00
4/15/2016 22:09,247078600,36.739,17.9175,103,13.4,511,9250074,LIPARI M,IBJZ,80,60,20,14,1,6,MERSIN,4/18/2016 20:30
4/15/2016 23:00,253008000,37.533,16.463,37,12,511,9262778,FILIPPO BRUNELLESCHI,LXBF,33,32,110,16,12,5.6,RAVENNA,4/18/2016 12:30
4/15/2016 23:03,518100162,36.55567,16.902,94,10.5,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
4/15/2016 23:04,247062400,36.39999,17.54377,272,11.8,511,9210919,MARITEA,IBTU,81,142,34,15,15,10.5,ROTTERDAM,4/25/2016 6:00
4/15/2016 23:04,538006791,37.64152,16.60385,289.9,16.6,511,9749582,GLOVIS SIRIUS,V7RG9,70,18,181,19,16,9.2,"LIVORNO,ITALY",4/17/2016 4:00
4/15/2016 23:04,273350570,37.30835,17.08482,169,0.4,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/15/2016 23:04,271043303,37.60726,16.90094,286.2,21.8,511,9506277,UN ISTANBUL,TCVE4,71,137,71,13,13,6.5,TOULON/FRANCE,4/17/2016 5:00
4/16/2016 0:00,249082000,37.6474,16.7137,105.9,27.2,511,9203605,AYSHE,9HKC9,79,26,170,14,9,7.2,IZMIR,4/17/2016 0:15
4/16/2016 0:04,247062400,36.40773,17.29931,272,11.9,511,9210919,MARITEA,IBTU,81,142,34,15,15,10.5,ROTTERDAM,4/25/2016 6:00
4/16/2016 0:04,239746000,36.4956,17.9581,271,12.6,511,9212242,CAPTAIN DIAMANTIS,SYJT,79,192,33,21,12,7.2,ORDERS,
4/16/2016 0:04,271043303,37.71571,16.47014,284.5,21.4,511,9506277,UN ISTANBUL,TCVE4,71,137,71,13,13,6.5,TOULON/FRANCE,4/17/2016 5:00
4/16/2016 0:04,273447370,37.67822,16.73254,238.8,7.8,511,8935407,EMERALD,UDYW,70,84,24,11,4,3.5, VALLETTA/MT,4/16/2016 22:00
4/16/2016 0:04,253008000,37.70567,16.6285,37,12,511,9262778,FILIPPO BRUNELLESCHI,LXBF,33,32,110,16,12,5.6,RAVENNA,4/18/2016 12:30
4/16/2016 0:04,273350570,37.30167,17.08598,168,0.3,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/16/2016 0:24,518100162,36.54357,17.20068,95,10.5,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
4/16/2016 1:00,240970000,37.53237,16.45993,40,12.1,511,9419151,MT UNITED HONOR,SVAW3,84,214,19,10,34,12.6,TRIESTE,4/18/2016 6:00
4/16/2016 1:00,249082000,37.52451,17.25979,105.5,27.2,511,9203605,AYSHE,9HKC9,79,26,170,14,9,7.2,IZMIR,4/17/2016 0:15
4/16/2016 1:04,247062400,36.4156,17.05799,269,11.7,511,9210919,MARITEA,IBTU,81,142,34,15,15,10.5,ROTTERDAM,4/25/2016 6:00
4/16/2016 1:04,511011053,37.0355,16.5217,102.5,12.3,511,9129471,NABIHA,T8A2017,0,0,0,0,0,5,ISKENDEQUN,4/19/2016 6:00
4/16/2016 1:04,518100162,36.53267,17.34933,96,10.6,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
4/16/2016 1:04,239746000,36.50497,17.70388,273,11.8,511,9212242,CAPTAIN DIAMANTIS,SYJT,79,192,33,21,12,7.2,ORDERS,
4/16/2016 1:04,273350570,37.29573,17.08802,161,0.2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/16/2016 1:30,273447370,37.58294,16.5321,239.3,7.9,511,8935407,EMERALD,UDYW,70,84,24,11,4,3.5, VALLETTA/MT,4/16/2016 22:00
4/16/2016 2:00,249082000,37.40248,17.80451,106,27,511,9203605,AYSHE,9HKC9,79,26,170,14,9,7.2,IZMIR,4/17/2016 0:15
4/16/2016 2:04,511011053,36.98985,16.76648,103.8,11.9,511,9129471,NABIHA,T8A2017,0,0,0,0,0,5,ISKENDEQUN,4/19/2016 6:00
4/16/2016 2:04,247062400,36.41246,16.81091,269,12,511,9210919,MARITEA,IBTU,81,142,34,15,15,10.5,ROTTERDAM,4/25/2016 6:00
4/16/2016 2:04,239746000,36.50938,17.45697,273,11.9,511,9212242,CAPTAIN DIAMANTIS,SYJT,79,192,33,21,12,7.2,ORDERS,
4/16/2016 2:04,518100162,36.52133,17.57167,92,10.7,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
4/16/2016 2:04,240970000,37.70017,16.63797,39,12.1,511,9419151,MT UNITED HONOR,SVAW3,84,214,19,10,34,12.6,TRIESTE,4/18/2016 6:00
4/16/2016 2:04,273447370,37.54433,16.4479,239.9,8,511,8935407,EMERALD,UDYW,70,84,24,11,4,3.5, VALLETTA/MT,4/16/2016 22:00
4/16/2016 2:04,273350570,37.29145,17.08982,158,0.3,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/16/2016 3:00,477136800,37.34663,18.00881,285.3,17,511,9355563,COSCO KAOHSIUNG,VREM3,71,256,93,23,23,11.9,LA SPEZIA,4/17/2016 17:00
4/16/2016 3:03,247062400,36.41675,16.5714,273,11.9,511,9210919,MARITEA,IBTU,81,142,34,15,15,10.5,ROTTERDAM,4/25/2016 6:00
4/16/2016 3:04,538002071,36.69717,16.47633,77,13.4,511,9253234,BERENIKE,V7GC7,80,151,31,6,21,10,DARDANELLES,4/18/2016 8:00
4/16/2016 3:04,352080000,36.50093,17.83502,267.2,11.4,511,9158082,SERENAY 1,3FUL4,75,106,15,7,7,7.9,MAC CAS,4/21/2016 4:00
4/16/2016 3:04,511011053,36.94803,17.01321,99.6,12.2,511,9129471,NABIHA,T8A2017,0,0,0,0,0,5,ISKENDEQUN,4/19/2016 6:00
4/16/2016 3:04,239746000,36.52545,17.2061,275,12.3,511,9212242,CAPTAIN DIAMANTIS,SYJT,79,192,33,21,12,7.2,ORDERS,
4/16/2016 3:04,518100162,36.5144,17.79202,91,10.4,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
4/16/2016 3:04,273350570,37.28718,17.09168,145,0.2,511,9333400,SCF NEVA,UBVI2,89,147,36,4,28,8.3,MALTA OPL FOR ORDERS,4/16/2016 23:00
4/16/2016 4:00,477136800,37.41976,17.66849,285.8,17,511,9355563,COSCO KAOHSIUNG,VREM3,71,256,93,23,23,11.9,LA SPEZIA,4/17/2016 17:00
4/16/2016 4:00,636091637,37.67167,16.53558,104.8,19.1,511,9219355,CS DISCOVERY,A8QR9,71,201,22,16,16,10.9,PIRAEUS,4/17/2016 3:00
4/16/2016 4:03,352080000,36.51236,17.63024,274.9,10.9,511,9158082,SERENAY 1,3FUL4,75,106,15,7,7,7.9,MAC CAS,4/21/2016 4:00
4/16/2016 4:04,518100162,36.51349,18.00045,91,10.1,511,9306299,ADNAN N,E5U3107,70,0,0,0,0,6.8,DILISKELESI,4/19/2016 17:00
